844805327254011905,https://t.co/QtO0InCZ3e,\xaced00057372001b74776974746572346a2e55524c456e746974794a534f4e496d706c65c6035c458ad1a40200034c000a646973706c617955524c7400124c6a6176612f6c616e672f537472696e673b4c000b657870616e64656455524c71007e00014c000375726c71007e00017872001574776974746572346a2e456e74697479496e64657834253b6026e7c95f020002490003656e644900057374617274787000000017000000007400116d656469616e61726f646f77652e636f6d740018687474703a2f2f6d656469616e61726f646f77652e636f6d74001768747470733a2f2f742e636f2f51744f30496e435a3365,http://medianarodowe.com,https://twitter.com/MediaNarodoweMN,JUNK,f,2017-03-23 07:57:40,f,f,"Fakty, opinie, komentarze",728,17976,17976,103,,40,Polska,Media Narodowe,f,2020-04-02 16:27:21.561,MediaNarodoweMN,10694,3243,f,
241488377,,\xaced00057372001b74776974746572346a2e55524c456e746974794a534f4e496d706c65c6035c458ad1a40200034c000a646973706c617955524c7400124c6a6176612f6c616e672f537472696e673b4c000b657870616e64656455524c71007e00014c000375726c71007e00017872001574776974746572346a2e456e74697479496e64657834253b6026e7c95f020002490003656e6449000573746172747870000000000000000074000071007e000471007e0004,"",https://twitter.com/niezaleznapl,JUNK,f,2011-01-22 12:16:47,f,f,Oficjalny profil portalu https://t.co/Es46pNA09V oznacz 👉🏻#NiezaleznaPL❗️ Zapraszamy również na nasz profil na https://t.co/DUZCImzD7b,1451,53061,53061,186,,243,Warszawa,Niezalezna.PL,t,2020-04-02 16:27:21.561,niezaleznapl,125780,3237,f,
1359279284,https://t.co/YxyogMonXg,\xaced00057372001b74776974746572346a2e55524c456e746974794a534f4e496d706c65c6035c458ad1a40200034c000a646973706c617955524c7400124c6a6176612f6c616e672f537472696e673b4c000b657870616e64656455524c71007e00014c000375726c71007e00017872001574776974746572346a2e456e74697479496e64657834253b6026e7c95f020002490003656e6449000573746172747870000000170000000074000870696b696f2e706c74000f687474703a2f2f70696b696f2e706c74001768747470733a2f2f742e636f2f5978796f674d6f6e5867,http://pikio.pl,https://twitter.com/PikioPL,JUNK,f,2013-04-17 14:13:59,t,f,Portal newsowo-rozrywkowy,75,4872,4872,268,,27,"",Pikio.pl,t,2020-04-02 16:27:21.561,PikioPL,15937,3241,f,
1073461458,https://t.co/X0CD15SXij,\xaced00057372001b74776974746572346a2e55524c456e746974794a534f4e496d706c65c6035c458ad1a40200034c000a646973706c617955524c7400124c6a6176612f6c616e672f537472696e673b4c000b657870616e64656455524c71007e00014c000375726c71007e00017872001574776974746572346a2e456e74697479496e64657834253b6026e7c95f020002490003656e6449000573746172747870000000170000000074001574656c6577697a6a6172657075626c696b612e706c740020687474703a2f2f7777772e74656c6577697a6a6172657075626c696b612e706c74001768747470733a2f2f742e636f2f5830434431355358696a,http://www.telewizjarepublika.pl,https://twitter.com/RepublikaTV,JUNK,f,2013-01-09 12:06:01,f,f,"📺 ➡️ https://t.co/mS7UCAa8ud  
👍 ➡️ https://t.co/dVdcL089WR
🖼️ ➡️ https://t.co/Mh5BtolgmB
🎬 ➡️ https://t.co/F3fLcfn45H",1455,80310,80312,736,,305,Polska,Telewizja Republika 🇵🇱 #ZostańWDomu,t,2020-04-02 16:27:21.561,RepublikaTV,93637,3213,f,
864116008910548992,https://t.co/49ntsqdYvT,\xaced00057372001b74776974746572346a2e55524c456e746974794a534f4e496d706c65c6035c458ad1a40200034c000a646973706c617955524c7400124c6a6176612f6c616e672f537472696e673b4c000b657870616e64656455524c71007e00014c000375726c71007e00017872001574776974746572346a2e456e74697479496e64657834253b6026e7c95f020002490003656e6449000573746172747870000000170000000074000977707261776f2e706c740010687474703a2f2f77707261776f2e706c74001768747470733a2f2f742e636f2f34396e74737164597654,http://wprawo.pl,https://twitter.com/wPrawopl,JUNK,f,2017-05-15 15:51:25,f,f,Portal informacyjno-publicystyczny. Wsparcie finansowe: https://t.co/sb10Se7ABW Sklep: https://t.co/N1QXQJYIXJ,3486,8059,8060,112,,31,Polska,wPrawo.pl,f,2020-04-02 16:27:21.561,wPrawopl,9331,3212,f,
2863515755,https://t.co/jSlFcDkHJ7,\xaced00057372001b74776974746572346a2e55524c456e746974794a534f4e496d706c65c6035c458ad1a40200034c000a646973706c617955524c7400124c6a6176612f6c616e672f537472696e673b4c000b657870616e64656455524c71007e00014c000375726c71007e00017872001574776974746572346a2e456e74697479496e64657834253b6026e7c95f020002490003656e6449000573746172747870000000170000000074000a7773656e7369652e706c740015687474703a2f2f7777772e7773656e7369652e706c74001768747470733a2f2f742e636f2f6a536c4663446b484a37,http://www.wsensie.pl,https://twitter.com/wSensie,JUNK,f,2014-11-06 08:42:51,f,f,Polski portal informacyjny oraz telewizja internetowa.,408,7887,7887,473,,31,Poland,wSensie.pl,f,2020-04-02 16:27:21.561,wSensie,33268,3231,f,
469251331,http://t.co/huHYY83gGQ,\xaced00057372001b74776974746572346a2e55524c456e746974794a534f4e496d706c65c6035c458ad1a40200034c000a646973706c617955524c7400124c6a6176612f6c616e672f537472696e673b4c000b657870616e64656455524c71007e00014c000375726c71007e00017872001574776974746572346a2e456e74697479496e64657834253b6026e7c95f020002490003656e6449000573746172747870000000160000000074000e77676f73706f64617263652e706c740016687474703a2f2f77676f73706f64617263652e706c2f740016687474703a2f2f742e636f2f68754859593833674751,http://wgospodarce.pl/,https://twitter.com/wgospodarce,MAINSTREAM,f,2012-01-20 12:51:27,f,f,Informacje o stanie polskiej gospodarki,1851,5753,5753,595,,135,Polska,wGospodarce.pl,f,2020-04-02 17:10:07.49,wgospodarce,70842,3241,f,
86022744,http://t.co/bDCTsSXX6o,\xaced00057372001b74776974746572346a2e55524c456e746974794a534f4e496d706c65c6035c458ad1a40200034c000a646973706c617955524c7400124c6a6176612f6c616e672f537472696e673b4c000b657870616e64656455524c71007e00014c000375726c71007e00017872001574776974746572346a2e456e74697479496e64657834253b6026e7c95f020002490003656e644900057374617274787000000016000000007400086b726573792e706c740013687474703a2f2f7777772e6b726573792e706c740016687474703a2f2f742e636f2f6244435473535858366f,http://www.kresy.pl,https://twitter.com/KRESYPL,MAINSTREAM,f,2009-10-29 09:38:03,f,f,Portal informacyjno-społecznościowy.,2402,8823,8822,442,,97,Warszawa/Kraków,KRESY.PL,t,2020-04-02 17:10:07.49,KRESYPL,68776,3237,f,
86058123,https://t.co/5wR6k9uRjK,\xaced00057372001b74776974746572346a2e55524c456e746974794a534f4e496d706c65c6035c458ad1a40200034c000a646973706c617955524c7400124c6a6176612f6c616e672f537472696e673b4c000b657870616e64656455524c71007e00014c000375726c71007e00017872001574776974746572346a2e456e74697479496e64657834253b6026e7c95f020002490003656e6449000573746172747870000000170000000074000a62616e6b6965722e706c740012687474703a2f2f62616e6b6965722e706c2f74001768747470733a2f2f742e636f2f357752366b3975526a4b,http://bankier.pl/,https://twitter.com/bankier_pl,MAINSTREAM,f,2009-10-29 13:47:01,t,f,Najpopularniejszy portal finansowy w Polsce,984,22179,22177,55,,222,"",Bankier.pl,t,2020-04-02 17:10:07.49,bankier_pl,31440,3230,t,
831151718,http://t.co/DQW2LQxcd2,\xaced00057372001b74776974746572346a2e55524c456e746974794a534f4e496d706c65c6035c458ad1a40200034c000a646973706c617955524c7400124c6a6176612f6c616e672f537472696e673b4c000b657870616e64656455524c71007e00014c000375726c71007e00017872001574776974746572346a2e456e74697479496e64657834253b6026e7c95f020002490003656e64490005737461727478700000001600000000740011776961646f6d6f7363692e7476702e706c740018687474703a2f2f776961646f6d6f7363692e7476702e706c740016687474703a2f2f742e636f2f445157324c5178636432,http://wiadomosci.tvp.pl,https://twitter.com/WiadomosciTVP,MAINSTREAM,f,2012-09-18 16:16:28,t,f,"",1391,90810,90812,656,,297,"",WiadomościTVP,t,2020-04-02 17:10:07.49,WiadomosciTVP,26432,3214,f,
1901341021,https://t.co/8qwJoT71JL,\xaced00057372001b74776974746572346a2e55524c456e746974794a534f4e496d706c65c6035c458ad1a40200034c000a646973706c617955524c7400124c6a6176612f6c616e672f537472696e673b4c000b657870616e64656455524c71007e00014c000375726c71007e00017872001574776974746572346a2e456e74697479496e64657834253b6026e7c95f020002490003656e6449000573746172747870000000170000000074000c66616b74792e74766e2e706c740017687474703a2f2f7777772e66616b74792e74766e2e706c74001768747470733a2f2f742e636f2f3871774a6f5437314a4c,http://www.fakty.tvn.pl,https://twitter.com/FaktyTVN,MAINSTREAM,f,2013-09-24 20:07:48,f,f,Najlepszy program informacyjny codziennie o 19:00 w TVN. Członek rodziny @tvn24. Instagram: @faktytvn.,1386,134384,134390,55,,342,Polska,Fakty TVN,t,2020-04-02 17:10:07.49,FaktyTVN,81167,3210,t,
194399035,https://t.co/lg4AvBS252,\xaced00057372001b74776974746572346a2e55524c456e746974794a534f4e496d706c65c6035c458ad1a40200034c000a646973706c617955524c7400124c6a6176612f6c616e672f537472696e673b4c000b657870616e64656455524c71007e00014c000375726c71007e00017872001574776974746572346a2e456e74697479496e64657834253b6026e7c95f020002490003656e6449000573746172747870000000170000000074000572702e706c740010687474703a2f2f7777772e72702e706c74001768747470733a2f2f742e636f2f6c673441764253323532,http://www.rp.pl,https://twitter.com/rzeczpospolita,MAINSTREAM,f,2010-09-24 03:14:56,f,f,Rzeczpospolita to jeden z liderów prasy codziennej w Polsce. Jest najczęściej cytowaną gazetą w kraju. Oto jedyny oficjalny profil Rz.,1875,196831,196844,582,,888,Polska,Rzeczpospolita,t,2020-04-02 17:10:07.49,rzeczpospolita,175058,3202,t,
581793998,http://t.co/PpesoClrTs,\xaced00057372001b74776974746572346a2e55524c456e746974794a534f4e496d706c65c6035c458ad1a40200034c000a646973706c617955524c7400124c6a6176612f6c616e672f537472696e673b4c000b657870616e64656455524c71007e00014c000375726c71007e00017872001574776974746572346a2e456e74697479496e64657834253b6026e7c95f020002490003656e64490005737461727478700000001600000000740012776961646f6d6f7363692e6f6e65742e706c740019687474703a2f2f776961646f6d6f7363692e6f6e65742e706c740016687474703a2f2f742e636f2f507065736f436c725473,http://wiadomosci.onet.pl,https://twitter.com/OnetWiadomosci,MAINSTREAM,f,2012-05-16 14:31:18,f,f,Onet Wiadomości to najpopularniejszy polski multimedialny serwis informacyjny.,3382,44851,44853,776,,247,Polska,Onet Wiadomości,t,2020-04-02 17:10:07.49,OnetWiadomosci,124960,3206,f,
1045260886997430272,https://t.co/REnX1rrzBP,\xaced00057372001b74776974746572346a2e55524c456e746974794a534f4e496d706c65c6035c458ad1a40200034c000a646973706c617955524c7400124c6a6176612f6c616e672f537472696e673b4c000b657870616e64656455524c71007e00014c000375726c71007e00017872001574776974746572346a2e456e74697479496e64657834253b6026e7c95f020002490003656e6449000573746172747870000000170000000074001263656e7472756d6d656469616c6e652e706c74001d687474703a2f2f7777772e63656e7472756d6d656469616c6e652e706c74001768747470733a2f2f742e636f2f52456e583172727a4250,http://www.centrummedialne.pl,https://twitter.com/medialne,JUNK,f,2018-09-27 12:36:30,t,f,"Polski portal opinii. Polityka, gospodarka, kultura",23590,6457,6457,5894,,8,"Warsaw, Poland",Centrum Medialne,t,2020-04-02 19:55:31.016,medialne,2716,2716,f,
756161970160734208,https://t.co/n1Ht8dDFke,\xaced00057372001b74776974746572346a2e55524c456e746974794a534f4e496d706c65c6035c458ad1a40200034c000a646973706c617955524c7400124c6a6176612f6c616e672f537472696e673b4c000b657870616e64656455524c71007e00014c000375726c71007e00017872001574776974746572346a2e456e74697479496e64657834253b6026e7c95f020002490003656e6449000573746172747870000000170000000074000d63726f77646d656469612e706c740018687474703a2f2f7777772e63726f77646d656469612e706c74001768747470733a2f2f742e636f2f6e314874386444466b65,http://www.crowdmedia.pl,https://twitter.com/CrowdMedia_PL,JUNK,f,2016-07-21 18:20:37,t,f,"Portal dziennikarstwa obywatelskiego. Walimy prosto z mostu, nie owijamy w bawełnę.",961,3122,3122,160,,18,"",Crowd Media,t,2020-04-02 19:55:31.016,CrowdMedia_PL,5903,3200,f,
88763077,http://t.co/eMbHZBiufA,\xaced00057372001b74776974746572346a2e55524c456e746974794a534f4e496d706c65c6035c458ad1a40200034c000a646973706c617955524c7400124c6a6176612f6c616e672f537472696e673b4c000b657870616e64656455524c71007e00014c000375726c71007e00017872001574776974746572346a2e456e74697479496e64657834253b6026e7c95f020002490003656e6449000573746172747870000000160000000074000c646c61706f6c736b692e706c740018687474703a2f2f7777772e646c61706f6c736b692e706c2f740016687474703a2f2f742e636f2f654d62485a4269756641,http://www.dlapolski.pl/,https://twitter.com/dlapolski,JUNK,f,2009-11-09 22:16:16,f,f,Niezależny serwis informacyjny w formie materiałów wideo,60,1235,1235,252,,11,Polska,DlaPolski.PL,f,2020-04-02 19:55:31.016,dlapolski,106854,3233,f,
930919729254010885,https://t.co/GS07BlU7N0,\xaced00057372001b74776974746572346a2e55524c456e746974794a534f4e496d706c65c6035c458ad1a40200034c000a646973706c617955524c7400124c6a6176612f6c616e672f537472696e673b4c000b657870616e64656455524c71007e00014c000375726c71007e00017872001574776974746572346a2e456e74697479496e64657834253b6026e7c95f020002490003656e644900057374617274787000000017000000007400106b6f6e74726f776572736a652e6e6574740017687474703a2f2f6b6f6e74726f776572736a652e6e657474001768747470733a2f2f742e636f2f47533037426c55374e30,http://kontrowersje.net,https://twitter.com/Matka_Kurka,JUNK,f,2017-11-15 23:05:33,t,f,"Wszyscy mnie znają i wiedzą, że zasady są proste: albo jesteś mądry, albo wypadasz pajacem.",160,22222,22223,545,,52,Biskupin,Piotr Wielgucki,t,2020-04-02 19:55:31.016,Matka_Kurka,27881,3198,f,
39480709,https://t.co/THCxLz1PJn,\xaced00057372001b74776974746572346a2e55524c456e746974794a534f4e496d706c65c6035c458ad1a40200034c000a646973706c617955524c7400124c6a6176612f6c616e672f537472696e673b4c000b657870616e64656455524c71007e00014c000375726c71007e00017872001574776974746572346a2e456e74697479496e64657834253b6026e7c95f020002490003656e6449000573746172747870000000170000000074001066616b74792e696e74657269612e706c740017687474703a2f2f66616b74792e696e74657269612e706c74001768747470733a2f2f742e636f2f544843784c7a31504a6e,http://fakty.interia.pl,https://twitter.com/Interia_Fakty,MAINSTREAM,f,2009-05-12 13:37:57,f,f,"Najnowsze i najważniejsze wiadomości ze świata polityki, gospodarki, kultury i sportu",299,22021,22021,1065,,175,"Kraków, Poland",Interia,f,2020-04-02 20:06:19.158,Interia_Fakty,72641,3217,f,
104521525,http://t.co/cPEPsGW63K,\xaced00057372001b74776974746572346a2e55524c456e746974794a534f4e496d706c65c6035c458ad1a40200034c000a646973706c617955524c7400124c6a6176612f6c616e672f537472696e673b4c000b657870616e64656455524c71007e00014c000375726c71007e00017872001574776974746572346a2e456e74697479496e64657834253b6026e7c95f020002490003656e6449000573746172747870000000160000000074000b647a69656e6e696b2e706c740016687474703a2f2f7777772e647a69656e6e696b2e706c740016687474703a2f2f742e636f2f6350455073475736334b,http://www.dziennik.pl,https://twitter.com/DziennikPL,MAINSTREAM,f,2010-01-13 16:49:56,f,f,"Najnowsze wiadomości, informacje, wydarzenia, komentarze, opinie, rozrywka, sport.",743,52909,52910,1133,,317,Polska,Dziennik.pl,f,2020-04-02 20:06:19.158,DziennikPL,124563,3214,t,
777866661420498944,https://t.co/Qnmytl9gdk,\xaced00057372001b74776974746572346a2e55524c456e746974794a534f4e496d706c65c6035c458ad1a40200034c000a646973706c617955524c7400124c6a6176612f6c616e672f537472696e673b4c000b657870616e64656455524c71007e00014c000375726c71007e00017872001574776974746572346a2e456e74697479496e64657834253b6026e7c95f020002490003656e6449000573746172747870000000170000000074000f67617a657461707261776e612e706c74001a687474703a2f2f7777772e67617a657461707261776e612e706c74001768747470733a2f2f742e636f2f516e6d79746c3967646b,http://www.gazetaprawna.pl,https://twitter.com/DGPrawna,MAINSTREAM,f,2016-09-19 15:47:18,t,f,Oficjalny profil Dziennika Gazety Prawnej. Patrzymy obiektywnie. Piszemy odpowiedzialnie.,890,10610,10611,88,,58,"Warsaw, Poland",Dziennik Gazeta Prawna,t,2020-04-02 20:06:19.158,DGPrawna,10470,3235,f,
67291741,http://t.co/XjxLvdbzc8,\xaced00057372001b74776974746572346a2e55524c456e746974794a534f4e496d706c65c6035c458ad1a40200034c000a646973706c617955524c7400124c6a6176612f6c616e672f537472696e673b4c000b657870616e64656455524c71007e00014c000375726c71007e00017872001574776974746572346a2e456e74697479496e64657834253b6026e7c95f020002490003656e6449000573746172747870000000160000000074000e706f6c736b6174696d65732e706c740015687474703a2f2f706f6c736b6174696d65732e706c740016687474703a2f2f742e636f2f586a784c7664627a6338,http://polskatimes.pl,https://twitter.com/polska_times,MAINSTREAM,f,2009-08-20 13:39:14,f,f,Strona internetowa dziennika Polska Times,77,75665,75664,259,,534,Polska,Polska Times,t,2020-04-02 20:06:19.158,polska_times,60450,3250,f,
87679246,http://t.co/ADjKLEWcAe,\xaced00057372001b74776974746572346a2e55524c456e746974794a534f4e496d706c65c6035c458ad1a40200034c000a646973706c617955524c7400124c6a6176612f6c616e672f537472696e673b4c000b657870616e64656455524c71007e00014c000375726c71007e00017872001574776974746572346a2e456e74697479496e64657834253b6026e7c95f020002490003656e64490005737461727478700000001600000000740009666f7273616c2e706c740014687474703a2f2f7777772e666f7273616c2e706c740016687474703a2f2f742e636f2f41446a4b4c4557634165,http://www.forsal.pl,https://twitter.com/forsalpl,MAINSTREAM,f,2009-11-05 13:58:39,f,f,"Serwis finansowy Forsal.pl - najszybsze i najbardziej wiarygodne informacje z dziedzin #biznes, #gospodarka i #swiat",70,16623,16625,643,,220,"Warsaw, Poland",Forsal.pl,f,2020-04-02 20:06:19.158,forsalpl,61371,3233,t,
124783070,http://t.co/mywrRh8ClP,\xaced00057372001b74776974746572346a2e55524c456e746974794a534f4e496d706c65c6035c458ad1a40200034c000a646973706c617955524c7400124c6a6176612f6c616e672f537472696e673b4c000b657870616e64656455524c71007e00014c000375726c71007e00017872001574776974746572346a2e456e74697479496e64657834253b6026e7c95f020002490003656e6449000573746172747870000000160000000074000570622e706c740010687474703a2f2f7777772e70622e706c740016687474703a2f2f742e636f2f6d797772526838436c50,http://www.pb.pl,https://twitter.com/puls_biznesu,MAINSTREAM,f,2010-03-20 16:02:53,f,f,"Tweety z redakcji Pulsu Biznesu- najczęściej cytowanej gazety biznesowej w Polsce
Prenumerata cyfrowa na cały kwartał za 7,90 zł/mies. Sprawdź https://t.co/3uliVFmvLp",2163,38240,38242,46,,345,Warszawa/Warsaw,Puls Biznesu,t,2020-04-02 20:06:19.158,puls_biznesu,28424,3212,t,
1107236948,http://t.co/26JQ13DC,\xaced00057372001b74776974746572346a2e55524c456e746974794a534f4e496d706c65c6035c458ad1a40200034c000a646973706c617955524c7400124c6a6176612f6c616e672f537472696e673b4c000b657870616e64656455524c71007e00014c000375726c71007e00017872001574776974746572346a2e456e74697479496e64657834253b6026e7c95f020002490003656e6449000573746172747870000000140000000074000b7061726b6965742e636f6d740012687474703a2f2f7061726b6965742e636f6d740014687474703a2f2f742e636f2f32364a5131334443,http://parkiet.com,https://twitter.com/Parkietcom,MAINSTREAM,f,2013-01-20 21:32:13,f,f,"Ogólnopolski dziennik poświęcony GPW i rynkowi kapitałowemu.  Codziennie najnowsze informacje o spółkach giełdowych, opinie, komentarze, notowania, indeksy...",5705,13342,13342,280,,201,"",Parkiet,t,2020-04-02 20:06:19.158,Parkietcom,31388,3229,f,
2282335250,https://t.co/UmgMS3I1Fs,\xaced00057372001b74776974746572346a2e55524c456e746974794a534f4e496d706c65c6035c458ad1a40200034c000a646973706c617955524c7400124c6a6176612f6c616e672f537472696e673b4c000b657870616e64656455524c71007e00014c000375726c71007e00017872001574776974746572346a2e456e74697479496e64657834253b6026e7c95f020002490003656e6449000573746172747870000000170000000074000e64656d61676f672e6f72672e706c740019687474703a2f2f7777772e64656d61676f672e6f72672e706c74001768747470733a2f2f742e636f2f556d674d533349314673,http://www.demagog.org.pl,https://twitter.com/DemagogPL,FACTCHECK,f,2014-01-08 17:00:56,f,f,"🔎 Sprawdzamy wypowiedzi polityków.
Walczymy z ❌#FakeNews.
Edukujemy 👨‍🏫#AkademiaFactCheckingu.
Nasz hashtag #FactCheck #Demagog.
👥 Należymy do @factchecknet",3184,6898,6898,764,,71,Polska,🔎 DEMAGOG,t,2020-04-02 21:27:57.75,DemagogPL,7246,3199,t,
905439995653226496,https://t.co/mreYixEBK9,\xaced00057372001b74776974746572346a2e55524c456e746974794a534f4e496d706c65c6035c458ad1a40200034c000a646973706c617955524c7400124c6a6176612f6c616e672f537472696e673b4c000b657870616e64656455524c71007e00014c000375726c71007e00017872001574776974746572346a2e456e74697479496e64657834253b6026e7c95f020002490003656e644900057374617274787000000017000000007400126b6f6e6b72657432342e74766e32342e706c74001b68747470733a2f2f6b6f6e6b72657432342e74766e32342e706c2f74001768747470733a2f2f742e636f2f6d726559697845424b39,https://konkret24.tvn24.pl/,https://twitter.com/konkret24,FACTCHECK,f,2017-09-06 16:38:12,t,f,"Pokazujemy, co jest prawdą, a co fałszem. Weryfikujemy fake newsy, analizujemy informacje z sieci, sprawdzamy dane i wypowiedzi. Fact-checking po polsku.",466,9497,9497,114,,38,Polska,Konkret24,t,2020-04-02 21:27:57.75,konkret24,2066,2066,f,
712536618071142400,https://t.co/lNVeT4ds1u,\xaced00057372001b74776974746572346a2e55524c456e746974794a534f4e496d706c65c6035c458ad1a40200034c000a646973706c617955524c7400124c6a6176612f6c616e672f537472696e673b4c000b657870616e64656455524c71007e00014c000375726c71007e00017872001574776974746572346a2e456e74697479496e64657834253b6026e7c95f020002490003656e644900057374617274787000000017000000007400096f6b6f2e7072657373740010687474703a2f2f6f6b6f2e707265737374001768747470733a2f2f742e636f2f6c4e5665543464733175,http://oko.press,https://twitter.com/oko_press,FACTCHECK,f,2016-03-23 08:09:02,f,f,"https://t.co/t3qNxb6rvY to portal sprawdzający fakty i prowadzący dziennikarskie śledztwa, medium społecznościowe i archiwum życia publicznego.",1312,48241,48241,990,,198,Poland,OKO.press,f,2020-04-02 21:27:57.75,oko_press,9392,3201,f,
956880568280633344,https://t.co/rGl70ZosFh,\xaced00057372001b74776974746572346a2e55524c456e746974794a534f4e496d706c65c6035c458ad1a40200034c000a646973706c617955524c7400124c6a6176612f6c616e672f537472696e673b4c000b657870616e64656455524c71007e00014c000375726c71007e00017872001574776974746572346a2e456e74697479496e64657834253b6026e7c95f020002490003656e6449000573746172747870000000170000000074000f64656d61736b61746f7232342e706c740016687474703a2f2f64656d61736b61746f7232342e706c74001768747470733a2f2f742e636f2f72476c37305a6f734668,http://demaskator24.pl,https://twitter.com/demaskator24,FACTCHECK,f,2018-01-26 14:24:40,t,f,Demaskujemy fake newsy. Projekt Agencji Informacyjnej Polska Press,6,106,106,478,,4,"Warsaw, Poland",Demaskator24,t,2020-04-02 21:27:57.75,demaskator24,181,181,f,
1113920506737119234,https://t.co/zXrxqFumm6,\xaced00057372001b74776974746572346a2e55524c456e746974794a534f4e496d706c65c6035c458ad1a40200034c000a646973706c617955524c7400124c6a6176612f6c616e672f537472696e673b4c000b657870616e64656455524c71007e00014c000375726c71007e00017872001574776974746572346a2e456e74697479496e64657834253b6026e7c95f020002490003656e6449000573746172747870000000170000000074000b616e747966616b652e706c740012687474703a2f2f616e747966616b652e706c74001768747470733a2f2f742e636f2f7a5872787146756d6d36,http://antyfake.pl,https://twitter.com/AntyFakePL,FACTCHECK,f,2019-04-04 23:45:19,t,f,"Antyfake jest produktem grupy IBERION. To portal, którego misją jest walka z dezinformacją i nieprawdziwymi informacjami pojawiającymi się w polskich mediach.",13,149,149,161,,0,"Warszawa, Polska",AntyFake,t,2020-04-02 21:27:57.75,AntyFakePL,290,290,f,
